artist_name,song_name,recording_id,SPOTIFY_URL,ALBUM_NAME,ALBUM_RELEASE_DATE,DURATION_MS,POPULARITY
captain murphy,gone fishing,b2e27754-4bfc-4031-818c-15991dadf342,https://open.spotify.com/track/37gJfCODCahB2fcDkTk4Gc,Jhené Aikflow,2018-11-16,193541,2
javelin,drummachines,b6631786-be5a-4b69-afe3-53d4e79f0913,https://open.spotify.com/track/2XVzSdrpRpJN2PWeifnDet,Bodhiria,2024-10-24,145303,57
destorm,love all the way,1e8709d9-763e-4c9c-bc2e-0357bea3f54b,https://open.spotify.com/track/0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",2024-04-05,218423,92
thurz,los angeles,862f1883-d89b-460d-985d-7474ddfb7e2f,https://open.spotify.com/track/4dLLdfiniBhDP9dlJQIOi4,"Perdonarte, ¿Para Qué?",2024-05-23,193933,79
wavves,bug,195c5d9e-b65d-4b4d-9250-fa83490e171d,https://open.spotify.com/track/2wg09UvwEDh5zOz08DNbAZ,Life Sux,2011-09-27,174553,26
captain murphy,children of the atom,0ffdb2dd-0c9c-49fa-888f-ae0ca6305a58,https://open.spotify.com/track/6ABuQPkzeoIfI7A9pGjKTL,The End of Irony,2010-04-06,457517,5
kartellen,intro,0b2d4e2d-fdc8-4848-bbcb-4f560ba6fff2,https://open.spotify.com/track/6Lhc0dkHP35Yas6ggUPoDM,Kartel Anthem,2024-08-29,163488,38
king louie,drilluminati,ca62389d-3728-49f5-88d7-55cfa3b6c8a2,https://open.spotify.com/track/75Bju1SnpiBoL1PLiVeOOb,Young & Flexin,2013-10-22,279040,59
sts,cliche,4306b49c-e39f-4ffe-86b2-550b35567c20,https://open.spotify.com/track/77jFo3Kwm0wsE1lSaJRhVZ,Starina,2022-05-20,178000,43
sts,www,81d8b345-9ec9-4155-a64c-fcaf65c54394,https://open.spotify.com/track/5JgUOFx2aVi9lztqeGkz9i,Esta vida que elegí (Deluxe Edition),2024-12-11,63812,18
collective efforts,one million minds,72b4c657-56ba-4039-9f3e-d0340d9890a7,https://open.spotify.com/track/0E1rqholNwA4AKG6b2M1n3,Silver Tongue,2013-04-26,1180517,8
maeckes,grinsende gleichgültigkeit,a1f90aac-97e2-4fe5-84c7-2a0dac7928bb,https://open.spotify.com/track/5Cc2jBBNbvX5EaxzehWAeu,'See the conquering hero comes' Variations and other works - Beethoven,2025-01-15,221933,0
maeckes,seifenblasen platzen nie,1ec875f4-2aae-41ac-9384-1a4faeb7f183,https://open.spotify.com/track/1VCMPdW4TVBH0phxtaRV6E,Seifenblasen,2021-12-29,111000,20
destorm,champion,550b71e4-3ad1-44e6-b21f-fd9b3d26d24b,https://open.spotify.com/track/2jb2PB9uLkIHaNZW0SGRFe,Odín,2020-09-17,182800,45
tarvoria,i need cash,80252ad8-63ab-43d8-8f32-4324362be4ee,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe,Jungle Rules,2017-07-14,233901,84
king louie,full of dat weed,5e17659f-6f5d-41da-90f1-6ca382ff8cdd,https://open.spotify.com/track/0bBPmOyd4iQbRGenMvjZgE,Showtime,2012-08-21,112771,11
chamillionaire,slow it down,69186e30-fbd1-436f-9c43-3327e6dab811,https://open.spotify.com/track/3kZoay4ANo86ehb6s4RwS9,The Sound of Revenge,2005-01-01,303053,66
king louie,glory,ef684005-178b-46fb-a5af-d943df1e9c4b,https://open.spotify.com/track/3otC2kLX1IPzXL69yOffDZ,Hcb Freestyle,2013-06-11,200000,15
captain murphy,gloe,af588cef-2b0a-4459-8516-2650fa36df2c,https://open.spotify.com/track/37gJfCODCahB2fcDkTk4Gc,Jhené Aikflow,2018-11-16,193541,2
king louie,want it all,6e2e3897-75e8-4165-b90f-3f27fda293c7,https://open.spotify.com/track/4KSLkTPbZGnUZDGbMj4g7y,Showtime,2012-08-21,247746,19
krizz kaliko,strange,9a893f3a-2ad6-4c00-8314-52032359f980,https://open.spotify.com/track/4hs8rF6bmUNSRdYPJAulhw,Vitiligo,2008-07-01,221573,7
king louie,high,8a31f818-2999-4ce1-a5b9-e913219e4c44,https://open.spotify.com/track/1UAJLtNqdT59MAW5bZdHCJ,Drilluminati,2013-03-07,280294,31
bishop lamont,anything,205700bc-f806-42c2-8af6-e220fb48f018,https://open.spotify.com/track/5f1yA7VB77vwLDdtRWogHo,Firewater,2006-01-17,262266,2
captain murphy,drive thru,36fba1c4-3e63-48da-a85a-824f3a2ec6e4,https://open.spotify.com/track/6LkH2oiZh8ajB6gNSIBMRv,Fent City Radical,2023-03-17,210475,4
deftones,graphic nature,7d7cc6aa-548b-4a60-a22c-8209c6088db2,https://open.spotify.com/track/0BNzOh3A39zMOl4RbuTVR3,Kipo,2020-10-24,180000,0
hollywood undead,le deux,8ffde870-3ba2-4cfd-9aff-bde759e2ba37,https://open.spotify.com/track/53OKRnaKKAT3bCkF8WIY8C,Hm Hm Hm (Remix),2024-11-29,181052,73
ocean,blue eyes,1cd0edd4-bc35-4444-8a8a-e8d839c9068b,https://open.spotify.com/track/3NIUVG97iszpxdxtxBm6sn,2020,2020-11-26,199666,0
meyhem lauren,thousand dollar gym shoes,8a3cce72-ee0b-49d9-81e6-fe48162b34a2,https://open.spotify.com/track/28n9h9mCC6Nusafo0Uc8WH,Revolverlution,2002-07-23,191733,5
1982,the lottery,5856093c-949a-4dcc-856f-ed69268d718b,https://open.spotify.com/track/48RrDBpOSSl1aLVCalGl5C,The Marshall Mathers LP2,2013-11-05,250188,78
keny arkana,tout tourne autour du soleil,41818280-98a8-4b7a-9b04-1d72de96ba73,https://open.spotify.com/track/5zYk9vhztAeYQ7Z8jEAIuq,Tout tourne autour du Soleil,2012-12-03,320229,23
timeless truth,irene,70c98e14-b436-4029-8799-7f2c1d737d95,https://open.spotify.com/track/0g7MA7X3uPQSdPyylJSjNz,Hold On,2023-03-03,245226,3
spectac & amiri,the mass effect,4f296859-bf6f-4cf3-9f38-e320cc5a35c8,https://open.spotify.com/track/58yJ902sAZLSNYzXKpyDM9,Vacation In Hell,2018-04-06,349598,38
jet life,bossed up,c717b2d9-f507-4711-b084-579b2d42dedb,https://open.spotify.com/track/5NZB8NP3G4BplogRSAXr2T,The Stoned Immaculate,2012-06-01,314840,12
deftones,tempest,ad8f2021-d75f-4406-a54a-fa74f63fd6d7,https://open.spotify.com/track/0COra1XnIIOScObBdIkZpQ,"2013 Pop Hits, Vol. 10",2013-03-15,340514,0
blues saraceno,reign down,1bfd93ca-922f-4929-9337-d5196678cef6,https://open.spotify.com/track/51LYlRvJ5YhbrSZL5y5Mt1,Apathy Awakened,2022-10-28,336767,0
captain murphy,jalapeños,4c743121-8df6-4fba-8f78-8b4bc0b4b808,https://open.spotify.com/track/2zeuC8oBnlGQlMTIK0wTJZ,Estação de Pedro,1994-05-23,349840,3
jaden,the coolest,06d628f7-e154-4832-90f5-c1615ec48763,https://open.spotify.com/track/3jKnTusnwftzqG9XXl2JLG,2024: A Case Study of the Long Term Effects of Young Love,2024-10-18,94400,36
kartellen,lilla flicka,a70e4acb-f068-43e2-86e1-26e1aff03f27,https://open.spotify.com/track/2MAdCgL3l5oLkGbA2vTU8d,Lilla flicka (Stress Remix),2013-01-01,231440,8
canardo,partout la même,01ce07be-2f39-401d-b997-7c27172c111b,https://open.spotify.com/track/5wGj9rg3hDez1ujEf8qXPU,La Fouine vs Laouni,2011-02-14,368253,33
xavas,wo sind sie jetzt,56250a17-b4ed-4870-aa40-8a1e92b58371,https://open.spotify.com/track/4qWY4Tf47PeNrnXCRWrJBD,Gespaltene Persönlichkeit,2012-12-06,433521,13
edgar wasser,untergrundbunkerspion,769cfa06-36fd-4aed-91ef-5baa757cc408,https://open.spotify.com/track/0BCmzsfCTBnFGkHJwF0gGl,Im Modus,2017-03-10,269805,9
pen jakke,fra øst til vest,f6f064ee-f038-466d-8852-87097b6b31c2,https://open.spotify.com/track/0qTGXEO1PuFXzxzPXw8M8V,Waves,2022-04-01,218465,51
pen jakke,gatekamp i natten,db146588-4e9e-4768-a5b0-dcbb728033e5,https://open.spotify.com/track/5vGXazKQ6WJbU3eG0Bu3mo,Østen,2000-08-30,306651,13
tyga,im different,5eef4784-a974-42e3-b0d0-d70fd802cf56,https://open.spotify.com/track/3desWYUkTBp3imvV6VkdXx,One By One,2024-10-29,179266,63
lucio bukowski,sans signature,b0b59b6a-6657-4095-b7f0-4dc8323fba22,https://open.spotify.com/track/4bBfV7GjUbupl9Ip4CUnbz,Sans Signature,2022-06-27,233000,5
totally enormous extinct dinosaurs,household goods,b026887f-0c5e-489c-a496-d2668581adcb,https://open.spotify.com/track/7uxWVpYl022io7Klg3OiR6,Un Año Nuevo Para Aprender Inglés,2025-01-01,89571,0
nazar,keinen bock,16e062c8-76d7-441a-b339-d6a4041ff951,https://open.spotify.com/track/4QTuVjCm1ZBykKLiZsuLH1,Fakker,2011-05-13,220640,1
edgar wasser,h2o,9dbd42d5-dbef-4160-ad6d-2be5e2ce2f53,https://open.spotify.com/track/6w1eQ7AxYB8Y6YQGJR9jBT,LYKE MIIKE,2024-12-24,254517,70
rockin' squat,la lutte du siècle,ba614934-c65b-40d9-8da2-ac9e620c81df,https://open.spotify.com/track/5wsjVtIOSPO3yqlPs4I9p9,Deuxième Mi-Temps,2012-02-06,242093,7
edgar wasser,superstar,c75851b6-8214-4306-aad4-f5ea93a9fa77,https://open.spotify.com/track/4AR2j5UmCuC4QNeplT7NbO,Für immer Wochenende,2015-04-24,276249,12
herr sorge,zukunft vorbye,f873f42f-af38-4e13-83ae-2d0f3e942e83,https://open.spotify.com/track/2Xqr32Rn3JsueSpAwkg0fo,Verschwörungstheorien mit schönen Melodien,2012-01-01,194640,2
edgar wasser,definitiv,375042db-9bd0-4201-b723-a14c046e5177,https://open.spotify.com/track/48JyRMlCbKPkJobEBKCxqW,_ EP,2012,154826,14
edgar wasser,fucking awesome,3b65bb0e-b2df-4b3d-b358-097ab103ed55,https://open.spotify.com/track/7voglAALZULaYZJmcpGsLo,_ EP,2012,181346,9
kate boy,northern lights,318b427c-4741-496e-9351-ff2f3b509cc3,https://open.spotify.com/track/63k5No05kCbAJ8zW8OQMsr,Sad Songs,2022-09-02,178753,19
skyzoo,kitchen table,1b7b0aa1-8ecb-44b5-85f4-6de53522fdba,https://open.spotify.com/track/1KpbAl08bzdtFBmAE5tZvt,Tha Gatherin,2011-05-09,149206,2
skipp coon & mister nick,james,a4141658-1d14-4bec-ac03-b503cfbf3b5b,https://open.spotify.com/track/6D9rq3AnO11hAQu77Y8uiW,Nicolás el Mandíbulas,2022-04-04,97454,24
emily king,walk in my shoes,175998a5-8d8f-4ce6-b878-7f035d276286,https://open.spotify.com/track/14JAHVHCNPthpFD0ewuACC,East Side Story,2008-06-19,230800,5
majical cloudz,what that was,17cf58d3-5f6f-448e-b3c3-c0ee3d52a585,https://open.spotify.com/track/2plbrEY59IikOBgBGLjaoe,Die With A Smile,2024-08-16,251667,100
wiz khalifa,paperbond,807b8128-9815-4043-8c87-bf34b416f107,https://open.spotify.com/track/7eYg1DaZOkTUJbMpzTAfhl,Dale 2,2024-09-27,148850,66
rick ross,100 black coffins,e03f3ff2-e881-4630-a174-e52200951ab9,https://open.spotify.com/track/0k5bClMuk0WqwTjfxNTDkK,Sweg 777,2023-10-16,199176,20
edgar wasser,monster unter meinem bett,13660ec3-25b6-45fd-8859-fdb5fd9caabd,https://open.spotify.com/track/38MXE0BkWjisAYsy3KDT2p,Nirgendwer,2014,199546,11
edgar wasser,reime und beats,f9768ed7-6511-4753-af2f-121b5e98ab82,https://open.spotify.com/track/48JyRMlCbKPkJobEBKCxqW,_ EP,2012,154826,14
money making jam boys,we not playing,5769f92f-4e24-4b1a-ae0a-a477bac168f3,https://open.spotify.com/track/1vd6RAAMj6SZyXFKtsW2jl,The Interview,2010-08-23,2749933,9
helloween,world of fantasy,c3b2b094-f1b9-4450-8ccb-41bef086a47e,https://open.spotify.com/track/5WiaN3CiSMUIDLHoC3gyKF,7 Sinners (Remastered 2020),2010-11-09,315653,26
tyga,swimming pools,3823f33d-72e4-44a4-9318-85fe35953f16,https://open.spotify.com/track/7bPWdJgx8vek7S5i5yAtvG,Chemtrails Over The Country Club,2021-03-19,271176,79
hi-rez,race with time,43376f3f-0d07-479a-a034-0f9b69af7659,https://open.spotify.com/track/13aNBuqlbADYjce6Wl9mwW,The Window,2012-05-13,194133,4
smoke dza,bce freestyle,258d473d-bb28-4c3e-82e3-bf9e4906725f,https://open.spotify.com/track/6hzA6KUkUYwsdOclb5353r,Dream.Zone.Achieve,2014-04-01,204500,9
koncept,awaken,05d20b7f-b106-4ed7-9e1c-46ec1f12a552,https://open.spotify.com/track/382RrjoM6n3XjYDtGmW2tt,Rising Up,2024-06-12,135656,58
wiz khalifa,bluffin,840fb04d-4345-4227-9d70-3a0171bf7276,https://open.spotify.com/track/7eYg1DaZOkTUJbMpzTAfhl,Dale 2,2024-09-27,148850,66
wiz khalifa,fall asleep,93a131a1-3da8-49ad-8f8a-93b41ed959a7,https://open.spotify.com/track/4nsn9ftA0W71lBXZLgGXho,EVERYBODY'S EVERYTHING,2019-11-15,182560,44
riff raff,drive thru,b2269db2-abbb-43df-8c7b-26e5b6b81bd9,https://open.spotify.com/track/5OGUbLCfJerX71hOmy7QJy,Texas Tornado,2010-04-18,434120,8
tyga,luv dem,fb656a48-1f48-483d-957c-2490c3c29d16,https://open.spotify.com/track/6oNgwrNdXSirFjSFfoMody,We Luv Dem Strippers,2024-09-18,166925,1
wiz khalifa,rise above,d6093ce0-f11d-408f-b445-e12112cbf321,https://open.spotify.com/track/4Kn8KzzGO8RRefw2rraWpU,100% Publishing,2011-06-20,179906,10
the game,judas closet,9e42d626-9554-41c4-bc1b-aa16b7003a65,https://open.spotify.com/track/6m40LVWxKekGnWD3yb5EdY,For the Love of Money,2019-09-20,313493,14
the doppelgangaz,like what like me,163e9ca4-c388-46c1-8afb-d498e1bd0f5e,https://open.spotify.com/track/2plbrEY59IikOBgBGLjaoe,Die With A Smile,2024-08-16,251667,100
tyga,clique/fuckin problem,2cde2ffe-a61e-47d0-b239-7567f55f67e4,https://open.spotify.com/track/1Z1G94lykXpt3no5So2zMk,CHARLIE,2020-11-01,160000,19
jarren benton,shut up bitch,e8c37439-37a7-4fed-9c01-df240aeb877c,https://open.spotify.com/track/60SJc3srH3Qk7iZ2i8wesM,Jarren Benton Meets Smka: Huffing Glue With Hasselhoff,2011-01-25,308818,10
charles hamilton,unusual bro,07318d2a-548b-4bef-b718-ea863ffb33e7,https://open.spotify.com/track/0v3hFxKbUil61s4S1w8qmp,Mixtape Messiah 5,2008-11-23,170267,6
tyga,95 like dat,8694d87a-ca2f-4f63-a907-5d439fd5fdf6,https://open.spotify.com/track/1AWR623c1hISVoCashRaXI,Gaza Run The World,2020-05-15,161697,16
kuniva,hurry up and buy,87de95c1-b5e0-4432-97b0-dd15cdc92ed2,https://open.spotify.com/track/17QJOK5t82gYlnOa01XA4q,night drive with bae,2025-01-10,208920,0
chief keef,spread da word,f0a0e089-7299-4492-bd5f-26e12a099ece,https://open.spotify.com/track/1nB5rEmO17g1MlFEN8KQSd,The Marshall Mathers LP2 (Expanded Edition),2023-11-03,301721,39
destorm,anything you want,d3c9b689-8f3b-4b43-a0dd-b114b6b6f5db,https://open.spotify.com/track/3mAzdQg06fkQtsW5KvKx1B,10s Best R&B,2025-01-16,205080,0
money making jam boys,brass knuckles,e5756876-f433-4b5d-9f4a-11be3fe7d74f,https://open.spotify.com/track/2Hm8txf7LCc5TdebSLxifw,2k19,2019-03-27,146155,27
david stones,all or nuthin,6f80d058-4063-439d-80cd-02df0eae2fe7,https://open.spotify.com/track/6ZuUr01HghBQxeTUOH25u2,#Monkeybars,2021-06-21,173847,48
thurz,molotov cocktail,267500e2-f736-47b3-b265-92d92c820be9,https://open.spotify.com/track/5PetXfLbpkNjwcI3dxD6Bs,Boloto Koktel,2022-10-27,300432,1
thurz,rodney king,be5f03de-fab3-41ae-94d2-5680c0ea7a76,https://open.spotify.com/track/4f08sCoBAPGZNCf8bGJzwa,Pop Hits 2000 - 2024 - 100 Best Songs,2025-01-08,215530,1
demi lovato,fix a heart,55d8d929-fa13-4550-ae64-4954747ec6c1,https://open.spotify.com/track/4gcOreq0zdLKBLsGtmERp2,Sober,2018-12-06,227368,26
thurz,colors,d12cbab2-b6da-4d11-9af4-833593369730,https://open.spotify.com/track/30qzoAjoE0lHwwVb22WcZP,Freezer Bags Deluxe,2025-01-06,32051,37
thurz,two clips,e7bdd81a-a7b0-47f6-8bf8-72f09a646e92,https://open.spotify.com/track/3wQuWKKvp9iWUssciGL6wz,Chapters Of The Trenches,2022-10-14,215510,34
thurz,riot,800bcef0-29ce-4caa-9b21-fb89b9ffb580,https://open.spotify.com/track/5epd861YgEuYEpKor6o5G6,Aurrera,2021-08-15,165946,38
thurz,the killers,3adb9285-b683-4f9c-b127-88dfe2db79e7,https://open.spotify.com/track/1a0TdOWyLzcvLWwqz0yZa5,Brilliant Songs,2025-01-10,223800,0
thurz,dope,59bac20c-c6e6-4fe3-be4f-11406d5230af,https://open.spotify.com/track/32QAG3hzNUSsxRd6RuiqIe,T.H.C.,2016-03-04,169214,38
signif,what matters,483e2cf4-f77b-480b-bf3a-44f5da4753fc,https://open.spotify.com/track/1rIKgCH4H52lrvDcz50hS8,So Good,2017-03-17,201122,80
p!nk,try,b3c3d509-599f-4563-bf30-e8d8b85d1d2e,https://open.spotify.com/track/0VA5FzFlysCcSG1IdOkhUb,SCARING THE HOES,2023-03-24,205320,54
t.i.,spazz out,a381da6f-ce78-4de9-a26c-4c848ad78dc8,https://open.spotify.com/track/5bOrBErSIy4Bx7iVVwYxjW,Never Kount Me Out (Deluxe),2022-11-25,217968,0
trinidad james,one more molly,5f17d0fc-f10f-45a6-b0d1-edfc497867cd,https://open.spotify.com/track/4FjSyXJWUJIelQKTUePGTa,Die Young,2024-04-10,619271,29
jojo,andré,6b4ad02a-7b81-480b-87a5-c61fd69beb8f,https://open.spotify.com/track/03EfEDyjUJnMvNYneOhEHw,Boy Meets World,2021-05-14,155152,34
"tyler, the creator",one,556d1e03-15ac-44c1-bf0a-8fa87bbf314a,https://open.spotify.com/track/5wRwFoWQ9CNlcBDSAnmBy8,Soft Plug,2021-10-21,134794,23
meyhem lauren,swiss alps,e7034688-db81-4661-adb5-2cbd086af113,https://open.spotify.com/track/18yghHtIB5k0Fc8EZEt8bz,Well Done,2011-11-22,202680,14
cassidy,hate me or love me,f291632e-8ec8-4094-83cb-8a749a632bcb,https://open.spotify.com/track/3mIBymy54VfnjpFMd0GRk5,Crack Therapy 3,2020-12-22,584064,40
cassidy,she addicted,e732a923-6419-45d7-9523-b780fa56a777,https://open.spotify.com/track/6O5mmsaZq3iSb6zm7UcB2G,My Favorite Song (Remix),2022-02-25,216960,8
tyga,fuckin crack,cfb6db97-9812-4385-b0bf-f54a5dded390,https://open.spotify.com/track/56jrr4tOIjaxdMCJwKnmDB,Rap Up (2015),2015-12-31,332120,16
cassidy,peace,cf57aebb-e13f-4b3c-9ce4-0e781bbf0aaa,https://open.spotify.com/track/2v5Rvh6gdKE7XaSMykpEJ8,Five Senses,2024-02-23,142238,22
hedley,kiss you inside out,63e1449d-9a60-4d03-85ae-bdab4a586907,https://open.spotify.com/track/1hgK4qpGi9Qtr9XVosiam2,Kiss You Inside Out (Originally Performed By Hedley) [Karaoke Audio Version],2012-09-23,218947,0
wiz khalifa,time,5e88848b-3adb-48a1-9a95-09d54743be22,https://open.spotify.com/track/58FTXhWlB9259LjcByFKtJ,Nail Tech - 20s Rap Bangers,2022-03-18,162820,0
joe budden,dreams interlude,d6d784d5-3b97-4d7e-b93f-3058d3c42c34,https://open.spotify.com/track/64e4ic9qgC37c2veklehEa,Making A Murderer Pt. 1 - Single,2016-07-02,393979,21
mc chris,part two,fe5e5ab3-bd02-4f5d-a486-8249dc2fcd65,https://open.spotify.com/track/2bojwn17WdQT2donQ1jAZh,Big Tyme,1989-01-01,297066,29
captain murphy,el topo,6a2d88ad-813d-47ea-8922-2d55b2d8463b,https://open.spotify.com/track/7kSL8RqBe9ySL8tjvSoII0,VVS Switch (feat. Luar La L & CDobleta) [Remix],2024-03-15,555118,65
ogb,2 sans rancune,66e80c58-9625-444e-a7aa-dafbbc84a38c,https://open.spotify.com/track/7w95oMnUtOEFFyLW011wb0,La mémoire,2018-07-06,369586,3
the alchemist,yacht rock side a,b82dd6cb-f530-4e2e-a405-5166c2a4b85d,https://open.spotify.com/track/6TEK6SQK4Qmx5nqiIFv70H,Lyricist Lounge Volume 2,2002-01-01,226840,27
del the funky homosapien,heavy 101,680fcbc9-eb32-4fdd-94e5-47517de1de87,https://open.spotify.com/track/0PV1TFUMTBrDETzW6KQulB,93 'til Infinity,1993-02-13,286440,67
skrillex,first of the year equinox,457e214e-56fc-4547-9a6d-330207757ca3,https://open.spotify.com/track/2obigEjyxtq0SeSuFEkVSr,mixed moods,2025-01-10,186480,0
lil wayne,awkward,ef18ed36-e8d6-4caf-97bd-49f385141c14,https://open.spotify.com/track/46J7GvE3PezmjYMYlQi1v6,My Life Sucks,2017-11-02,197386,9
girls,honey bunny,0685a081-c23d-4c5a-bb35-df24a65c5149,https://open.spotify.com/track/1Opa1XtUTRcighJy36RHC6,Death Roll Blues,2023-03-31,206093,12
camu tao,death,4c43237d-0648-4679-8fb1-09b3923c320b,https://open.spotify.com/track/0PxGLA7qNFHY3g3w1yl0tv,Stupid and Ugly,2017-06-22,128973,31
shing02,ameri,945dcb3b-8c88-4799-874f-74c7f38d7687,https://open.spotify.com/track/2OazFN4VRGMQe09Z71Yqqa,Shars 2020,2020-12-14,185322,59
alex turner,stuck on the puzzle,d0777414-98a3-4537-9c18-ee681fa50dd2,https://open.spotify.com/track/484GVico7GxlUFcE9l8KqY,portraits,2019-03-15,170363,53
dan bull,medicine ball,c3299145-5ebc-48fc-a119-5f6544d219bf,https://open.spotify.com/track/6V3DI4Vae1vLkHBl1xhG1u,The Talkies,2019-09-27,253298,20
dan bull,return,9bec7d24-85d1-48f1-8db5-3a7753504a69,https://open.spotify.com/track/1b3dtYZtNqfyy5cBedTlJQ,Mediocre Rap Cypher of the LEC,2022-08-24,341979,17
dan bull,new leaf,93fbdaf2-272a-4c9b-b824-4d56728a62a1,https://open.spotify.com/track/1Nr6wrENeuSIUPKYf3rV9R,At Your Inconvenience,2011-01-01,219642,15
m.i.,go,55f74260-f31b-4ac1-8cb4-86d9debc05fd,https://open.spotify.com/track/4Ch6CsVuHHPRRJsd49Rz8O,"'Three-Part Inventions, BWV 787-801' and other works - Bach",2025-01-13,108893,10
m.i.,my song,f6bcfd7d-f040-42e2-abd1-85aeb27a4ad4,https://open.spotify.com/track/6hXKQYOGnEtvvBbPMKfG4R,Helluva Songs: Demos For Songs I Wrote For Helluva Boss (Updated Jan 2025),2025-01-01,64000,15
example,stay awake,02799c14-b1e6-4b77-9389-2d870d20d6d5,https://open.spotify.com/track/4XrTMtoPFKI69YuOZLHt8R,Karaoke Hits 2011 Vol. 7,2011-10-03,204370,0
chief keef,they know,afd834e0-2ba3-482d-93f6-38aace8287c7,https://open.spotify.com/track/2IEAEeX4LtxiYPdqt0C08y,Where The Shooters Be 2,2023-02-17,102946,37
m.i.,a dream,ab7f5aaa-b597-4802-8b01-8a92c5e77ed5,https://open.spotify.com/track/1TfqLAPs4K3s2rJMoCokcS,Sweet Dreams (Are Made Of This),1983-01-04,216933,82
m.i.,time,0d37284d-5f7c-40ab-8bb6-fab17bbd81e7,https://open.spotify.com/track/7akAVHpa1scvnWSDYQYc7e,"Contraseña ""The History"" Cantaditas 25th Anniversary 1990 - 2015",2014-10-10,313327,40
wiz khalifa,the plan,a6fb0a52-c9db-49f7-a936-ff2ec275b2e5,https://open.spotify.com/track/3hifED2qSOpsT5f4xQoaVW,Missionary,2024-12-13,142222,53
wiz khalifa,let it go,777bced1-d52b-4ff9-a560-fb9835b62048,https://open.spotify.com/track/2PKrMpyyYb7WKQU1r7TVBY,Mac and Devin Go To High School (Music From and Inspired By The Movie),2011-12-09,275426,47
talib kweli & z-trip,thats enough,e073e03f-bac4-496e-ad9a-7403709aa919,https://open.spotify.com/track/1vd6RAAMj6SZyXFKtsW2jl,The Interview,2010-08-23,2749933,9
juicy j,show out,63830d6f-2364-471c-871b-984690175a29,https://open.spotify.com/track/4Xsac8Px39dkUakCZvbUo2,A Tribute to Juicy J Big Sean and Young Jeezy's Show Out,2014-08-18,270053,0
wiz khalifa,got everything,64a847f2-f4bf-4508-8967-abb183ff05c1,https://open.spotify.com/track/5YGFUUtD5WzMYM7YkrIoBi,Cabin Fever,2011-02-17,249678,42
rhymefest,crack the code,a77cad37-fb37-4b81-80b9-1447001f4320,https://open.spotify.com/track/3F5CgOj3wFlRv51JsHbxhe,"Honestly, Nevermind",2022-06-17,218364,79
chopper city,bottle poppin,f23685b6-db10-4dfb-ba89-95504adb0850,https://open.spotify.com/track/1HBmHI0oDVFcHleIAJqVdX,Psypher '17 (Juggalo Love),2017-12-29,512999,23
sage francis,ubuntu,b51154b6-d7b5-4a07-83cc-555c4df77bee,https://open.spotify.com/track/3xnjFY6iwq7xzFBPEX6LUS,A Healthy Distrust,2005-02-08,255640,26
rhymefest,do it again,f4443460-c8f6-4ecc-bcf4-e74f6954b38c,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78,LAST CHRISTMAS,1984-11-29,262960,91
reks,god damn,1e8e7406-dacc-4b89-9c94-3491682b6345,https://open.spotify.com/track/7yrTny7FLWLbfIzsxoicWj,noviogangsta <3,2024-10-12,157209,75
rapper big pooh,friends,854f5800-8caa-4fb4-9367-98ea151a870d,https://open.spotify.com/track/6H5benOOIphKS4n5W4qcTX,The Minstrel Show (Explicit Version),2005-09-13,259253,24
fashawn,heaven,a3bfc7db-ff5c-41a6-b3fa-b5b87192794b,https://open.spotify.com/track/1IcmrbRd5d5xCABzmVhRjI,#SEXYJEANS,2024-01-04,64887,44
chris webby,my cloud,330f11e1-41fd-4109-b9f3-4764730a16ef,https://open.spotify.com/track/0ljQKu8J7ZqmIlA84RTmOM,Raw Thoughts II,2017-12-27,349962,29
reks,count it off,c6669c8c-2bc5-40a2-a174-8a7dc0de0d25,https://open.spotify.com/track/61DcVIb2E1L1SaKd1R6akI,Cold Blood,2024-12-02,210282,26
wu block,pull tha cars out,09bd8009-242c-49ac-9c04-02bcf18278e0,https://open.spotify.com/track/6Boh7APqtbGqAgdj0kfION,Bravehearted (Explicit),2003-12-17,258866,3
akon,just a man,0454750a-2a93-4b00-aab4-a9a77787f153,https://open.spotify.com/track/2elA6JLRaQ6iB7hxiuTKN4,Strength & Loyalty,2007,287480,60
reks,successful girl,74de49b3-052f-4af6-9e33-e24f54b6c16f,https://open.spotify.com/track/1IkDQoGxCdGIjpkokYNipF,Drankin' & Drivin',2016-07-15,205151,16
reks,down like that lawtown,d22209b7-67f9-408f-99b7-249d57db948b,https://open.spotify.com/track/7ne4VBA60CxGM75vw0EYad,The Secret of Us (Deluxe),2024-10-18,166300,96
reks,banner city,d077c114-5621-496d-a0e1-23b0f980693a,https://open.spotify.com/track/5XiqeLXfngt20RB2D2Tb1j,Rulers (The Khriiistos Arcana Project Extended Version Vol. 2),2022-07-31,127998,16
wiz khalifa,medicated,850ab50e-da65-479c-a04e-20e766835e0f,https://open.spotify.com/track/1L1GAAi11YuPoK0XJxyPyt,Wake Up,2016-04-22,224000,20
mr. muthafuckin exquire,biggie tribute,43b36905-bdf6-426b-8106-7f8386a8bd9e,https://open.spotify.com/track/7DK6tZjrEiu36gVgWjKe7Z,UFO,2019-08-16,137240,0
